ID,ACCOUNT_TYPE,LIMIT_BAL,GENDER,AGE,MARITAL_STATUS,EDUCATION,JOB_TYPE,HOUSING,LOAN,default payment in Jan 2022
X004619,Current account,79640,Male,28,Divorced,Middle school,Administration,yes,no,0
X004620,Current account,149773,Male,43,Single,Middle school,Administration,yes,no,0
X004621,Salary account,229982,Female,32,Divorced,Vocational degree,Technician,no,no,0
X004622,Current account,50782,Male,27,Married,Primary school,Administration,no,no,0
X004623,Salary account,209928,Female,38,Divorced,Vocational degree,Technician,no,yes,0
X004624,Current account,50464,Male,41,Married,High school,Part-time,yes,no,0
X004625,Current account,240554,Female,38,Divorced,Secondary school,Part-time,no,no,0
X004626,Current account,499194,Female,39,Divorced,Primary school,Administration,no,no,0
X004627,Salary account,210929,Male,29,Married,Vocational degree,Technician,yes,no,0
X004628,Current account,160703,Female,42,Married,High school,Part-time,no,no,0
X004629,Savings account,249273,Female,50,Single,Primary school,Part-time,no,no,1
X004630,Current account,500234,Female,45,Married,Middle school,Administration,yes,no,0
X004631,Salary account,100394,Male,34,Married,High school,Entreprenuer,no,no,0
X004632,Current account,19007,Female,24,Married,High school,Business owner,yes,no,0
X004633,Salary account,29990,Female,31,Married,Vocational degree,Technician,yes,yes,0
X004634,Current account,50373,Female,29,Married,High school,Part-time,yes,no,0
X004635,Current account,159190,Male,29,Divorced,Middle school,Administration,yes,no,0
X004636,Current account,50617,Male,30,Married,Middle school,Administration,no,no,0
X004637,Salary account,90173,Female,23,Married,Secondary school,Entreprenuer,no,no,0
X004638,Salary account,19613,Male,26,Single,Vocational degree,Technician,no,yes,0
X004639,Current account,49558,Male,46,Divorced,Primary school,Administration,no,no,0
X004640,Salary account,230321,Female,39,Married,Vocational degree,Technician,no,yes,0
X004641,Current account,150191,Male,31,Married,High school,Part-time,no,no,0
X004642,Salary account,49034,Male,47,Married,Vocational degree,Technician,no,yes,0
X004643,Current account,280902,Female,37,Married,Secondary school,Part-time,yes,no,0
X004644,Savings account,500114,Female,37,Married,College degree,Management,yes,no,0
X004645,Current account,89789,Female,47,Married,High school,Part-time,no,no,0
X004646,Current account,359986,Male,29,Married,High school,Business owner,yes,no,0
X004647,Salary account,139219,Male,52,Married,Vocational degree,Services,yes,no,0
X004648,Salary account,140981,Male,45,Married,Vocational degree,Services,yes,no,0
X004649,Current account,229389,Female,42,Married,Secondary school,Business owner,no,no,1
X004650,Current account,49904,Female,24,Married,Primary school,Administration,yes,no,0
X004651,Savings account,129530,Female,48,Married,College degree,Retired,yes,no,0
X004652,Savings account,329870,Female,43,Divorced,Primary school,Administration,no,no,0
X004653,Savings account,210815,Male,30,Single,College degree,Management,yes,no,0
X004654,Savings account,9132,Female,29,Married,College degree,Retired,yes,no,0
X004655,Salary account,49936,Female,53,Married,Vocational degree,Services,no,no,0
X004656,Current account,99224,Female,46,Married,Primary school,Administration,yes,no,0
X004657,Current account,69315,Female,24,Married,College degree,Management,yes,no,0
X004658,Current account,50044,Female,45,Single,College degree,Management,yes,no,0
X004659,Current account,169981,Female,29,Married,College degree,Management,no,no,0
X004660,Salary account,100800,Female,51,Married,College degree,Technician,yes,yes,1
X004661,Current account,80130,Male,38,Married,Secondary school,Administration,yes,no,0
X004662,Salary account,150836,Male,29,Married,Vocational degree,Services,no,no,0
X004663,Savings account,49961,Female,22,Married,College degree,Retired,no,no,0
X004664,Salary account,79886,Male,36,Married,Vocational degree,Services,yes,no,0
X004665,Current account,120418,Female,24,Married,High school,Part-time,yes,no,0
X004666,Salary account,470145,Male,46,Single,College degree,Entreprenuer,yes,no,0
X004667,,,Female,50,Married,Vocational degree,Technician,yes,yes,0
X004668,Salary account,60373,Male,28,Single,Vocational degree,Technician,no,yes,0
X004669,Salary account,79714,Male,44,Married,Vocational degree,Services,no,no,0
X004670,Salary account,50270,Male,57,Married,College degree,Technician,no,yes,0
X004671,Savings account,500126,Male,43,Single,Primary school,Administration,no,no,0
X004672,Current account,110707,Male,26,Married,Primary school,Administration,no,no,0
X004673,Salary account,79524,Female,42,Single,College degree,Entreprenuer,yes,no,0
X004674,Savings account,50446,Male,28,Married,Primary school,Administration,no,no,0
X004675,Salary account,400524,Female,44,Married,College degree,Technician,no,yes,1
X004676,Current account,89571,Female,28,Married,High school,Part-time,no,no,0
X004677,Current account,149998,Female,54,Married,College degree,Management,no,no,0
X004678,Salary account,360504,Female,36,Married,Vocational degree,Technician,no,no,0
X004679,Current account,169385,Male,27,Divorced,Secondary school,Part-time,yes,no,0
X004680,Current account,109135,Male,38,Single,Middle school,Part-time,no,no,1
X004681,Current account,220076,Female,30,Married,High school,Part-time,no,no,0
X004682,Current account,199583,Female,34,Married,High school,Part-time,yes,no,0
X004683,Current account,500629,Female,48,Married,High school,Part-time,yes,no,0
X004684,Current account,339392,Male,46,Married,Middle school,Administration,no,no,0
X004685,Salary account,180822,Female,32,Married,Vocational degree,Technician,yes,yes,0
X004686,Current account,490814,Male,42,Married,Primary school,Administration,yes,no,0
X004687,Current account,60308,Female,25,Single,High school,Part-time,no,no,0
X004688,Salary account,250287,Male,30,Married,unknown,unemployed,yes,yes,0
X004689,Current account,20841,Female,28,Married,Middle school,Business owner,yes,no,0
X004690,Current account,170219,Male,40,Married,College degree,Management,yes,no,0
X004691,Salary account,159597,Female,36,Married,Secondary school,House help,yes,no,1
X004692,Current account,80548,Female,24,Single,High school,Business owner,no,no,0
X004693,Salary account,380218,Female,35,Married,Vocational degree,Technician,no,unknown,0
X004694,Salary account,69160,Female,33,Single,High school,Technician,no,yes,0
X004695,Salary account,79873,Male,30,Married,Vocational degree,Services,no,no,0
X004696,Salary account,380669,Male,60,Married,Vocational degree,Services,no,no,0
X004697,Current account,229067,Female,24,Married,Primary school,Administration,no,no,0
X004698,Savings account,129549,Male,27,Single,Primary school,Administration,no,no,1
X004699,Salary account,159024,Female,37,Married,Vocational degree,Technician,no,unknown,0
X004700,Current account,49186,Female,44,Married,Secondary school,Part-time,yes,no,0
X004701,Current account,179141,Male,44,Single,High school,Part-time,no,no,0
X004702,Salary account,219357,Female,29,Married,Vocational degree,Student,no,no,0
X004703,Current account,200713,Female,40,Married,Middle school,Part-time,yes,no,0
X004704,Savings account,520060,Male,42,,Primary school,Part-time,yes,no,0
X004705,Salary account,30016,Male,44,Married,College degree,Technician,yes,yes,1
X004706,Current account,149510,Female,42,Married,High school,Part-time,no,no,0
X004707,Savings account,209681,Female,32,Married,College degree,Management,unknown,no,0
X004708,Savings account,49708,Female,38,Married,Primary school,Administration,no,no,1
X004709,Salary account,20258,Female,37,Married,Vocational degree,Technician,yes,no,0
X004710,Salary account,290252,Male,44,Married,unknown,unknown,yes,yes,0
X004711,Current account,50124,Female,30,Married,Middle school,Administration,no,no,0
X004712,Current account,129864,Female,40,Married,Middle school,Administration,no,no,0
X004713,Current account,59275,Male,22,Single,High school,Part-time,yes,no,0
X004714,Current account,20735,Male,23,Divorced,High school,Part-time,yes,no,0
X004715,Salary account,159215,Female,34,Married,Vocational degree,Technician,no,no,0
X004716,Current account,250630,Female,37,Married,Primary school,Administration,no,no,0
X004717,Current account,79811,Male,40,Divorced,Secondary school,Administration,yes,no,0
X004718,Current account,60624,Female,34,Married,High school,Part-time,yes,no,0
X004719,Salary account,80378,Male,31,Married,Secondary school,House help,yes,no,0
X004720,Current account,59397,Male,23,Married,Secondary school,Administration,yes,no,0
X004721,Current account,409604,Male,39,Married,High school,Part-time,yes,no,0
X004722,Current account,240813,Female,32,Married,Primary school,Administration,yes,no,0
X004723,Savings account,30547,Male,44,Married,Primary school,Administration,yes,no,1
X004724,Current account,199350,Female,33,Married,Middle school,Administration,yes,no,0
X004725,Current account,179188,Female,46,Married,Primary school,Administration,no,no,0
X004726,Current account,100026,Male,31,Married,Primary school,Administration,yes,no,0
X004727,Savings account,49406,Female,44,Married,Primary school,Administration,no,no,1
X004728,Savings account,60281,Female,45,Married,Primary school,Administration,yes,no,0
X004729,Salary account,50434,Female,25,Married,Secondary school,Management,yes,no,1
X004730,Salary account,239717,Female,34,Married,unknown,unemployed,yes,yes,0
X004731,Current account,219368,Female,29,Married,High school,Part-time,yes,no,0
X004732,Current account,39260,Male,44,Single,Secondary school,Administration,no,no,0
X004733,Current account,79227,Female,25,Married,High school,Part-time,no,no,0
X004734,Salary account,319649,Male,50,Married,Vocational degree,Technician,no,yes,0
X004735,Salary account,420544,Male,45,Married,unknown,unknown,no,yes,0
X004736,Current account,499062,Male,49,Married,Primary school,Administration,no,no,0
X004737,Current account,289379,Female,22,Single,Primary school,Administration,no,no,0
X004738,Salary account,189894,Male,47,Single,Vocational degree,Services,no,no,0
X004739,Savings account,99196,Male,33,Married,Primary school,Administration,no,no,1
X004740,Current account,230893,Female,25,Married,College degree,Management,no,no,0
X004741,Current account,50862,Male,36,Married,High school,Part-time,no,no,0
X004742,Current account,210804,Male,42,Married,Middle school,Administration,no,no,0
X004743,Current account,90279,Female,24,Divorced,Middle school,Part-time,no,no,1
X004744,Salary account,480112,Male,55,Married,unknown,Technician,no,yes,0
X004745,Salary account,120537,Male,40,Married,Vocational degree,Technician,yes,yes,0
X004746,Current account,159184,Male,27,Married,High school,Part-time,yes,no,0
X004747,Current account,110494,Male,27,Married,High school,Part-time,no,no,0
X004748,Salary account,260010,Female,62,Married,unknown,unemployed,yes,yes,0
X004749,Current account,79422,Male,24,Married,College degree,Management,no,no,0
X004750,Current account,49024,Male,58,Married,Secondary school,Administration,no,no,0
X004751,Salary account,49755,Female,43,Single,unknown,Unemployed,yes,yes,1
X004752,Salary account,99528,Female,31,Married,Vocational degree,Technician,yes,yes,0
X004753,Savings account,19666,Male,56,Single,Primary school,Part-time,yes,no,1
X004754,Salary account,259850,Female,46,Single,Vocational degree,Technician,yes,yes,0
X004755,Current account,679533,Female,41,Divorced,College degree,Management,no,no,0
X004756,Current account,49350,Male,24,Married,Primary school,Administration,yes,no,0
X004757,Salary account,170143,Female,26,Married,Vocational degree,Technician,yes,no,0
X004758,Savings account,210999,Female,36,Married,Primary school,Administration,yes,no,0
X004759,Current account,499934,Male,51,Married,College degree,Management,no,no,0
X004760,Salary account,179419,Female,45,Single,Vocational degree,Technician,no,unknown,0
X004761,Current account,339284,Female,39,Married,High school,Part-time,yes,no,0
X004762,Salary account,159222,Male,28,Divorced,Vocational degree,Technician,yes,no,0
X004763,Current account,30621,Female,20,Single,Secondary school,Business owner,yes,no,0
X004764,Current account,229825,Female,42,Married,Middle school,Administration,no,no,0
X004765,Current account,29938,Male,23,Married,Secondary school,Administration,yes,no,0
X004766,Salary account,480833,Male,31,Married,unknown,unemployed,yes,yes,0
X004767,Current account,360410,Male,45,Single,Secondary school,Administration,no,no,0
X004768,Salary account,499892,Male,48,Divorced,College degree,Technician,yes,yes,1
