ID,1M_BA,2M_BA,3M_BA,4M_BA,5M_BA,6M_BA,default payment in Jan 2022
X007179,32620,37200,36335,36998,39391,40073,0
X007180,0,0,0,0,0,0,0
X007181,438,0,14662,2422,2899,454,0
X007182,18868,12584,2863,13263,10053,24820,0
X007183,60578,59312,60204,57993,59186,60754,1
X007184,13630,9079,0,0,0,0,0
X007185,1444,2287,2278,2240,3086,2350,0
X007186,477,733,0,0,0,0,0
X007187,5867,10438,4574,5915,5637,13217,0
X007188,19143,20324,19707,20935,20537,20226,0
X007189,190481,173489,155010,131251,130893,120336,0
X007190,53050,54837,55366,56341,57812,60187,0
X007191,61050,81247,59048,70068,84712,57635,0
X007192,18349,18465,19482,20047,15010,3035,0
X007193,16917,18393,18878,18171,18905,2268.6,1
X007194,10704,13195,19926,23121,26139,25652,0
X007195,4538,692,0,51615,37608,1764,0
X007196,34745,35589,26979,25880,11845,3184,1
X007197,7933,15277,1711,-1107,14126,8494,0
X007198,39629,40724,41722,41438,42273,42853,0
X007199,13634,14692,15737,15870,16123,17057,0
X007200,23684,25918,26937,25237,22157,13738,0
X007201,61651,65056,68857,41400,36578,40012,0
X007202,75910,79905,70161,67875,75861,73784,0
X007203,29650,28059,31746,26981,33719,29778,0
X007204,47677,49043,50331,18717,18237,19097,0
X007205,673,27799,-4196,4334,5533,0,0
X007206,107645,109987,111994,130313,128059,130379,0
X007207,2750,3179,3194,1547,1614,1722,0
X007208,456,485,61851,7837,15049,46284,0
X007209,90781,104377,100388,38564,35730,36774,0
X007210,55283,53545,53552,137686,135348,14668,0
X007211,9192,10189,11957,27874,8178,26466,0
X007212,347,14926,5156,19761,10491,9748,0
X007213,4457,5489,6311,7389,3815,2604,0
X007214,9593,6433,5457,5791,5250,8680,0
X007215,0,0,0,0,0,0,0
X007216,26045,27166,27599,29270,28487,8261.23,0
X007217,77577,80106,79733,81379,81363,80908,1
X007218,59063,23181,17774,10049,9195,2260,1
X007219,0,5697,8828,0,7212,10327,0
X007220,1311,3841,422,730,606,0,1
X007221,7029,14330,14032,16144,11072,12554,0
X007222,80200,82036,80394,81497,81585,81515,0
X007223,4270,1428,833,14958,15094,704,0
X007224,39377,34756,34821,15691,16417,17495,0
X007225,402,385,411,245,317,859,0
X007226,78065,63129,52770,34202,32065,23582,0
X007227,58265,59231,61144,62290,63897,65191,0
X007228,109285,15114,5079,995,14634,5406,1
X007229,48899,50226,51244,52135,53819,47691,1
X007230,27237,26858,27522,28149,28791,28011,0
X007231,7478,2890,1239,140,-128,2337,0
X007232,119082,119076,121679,122336,119487,109270,0
X007233,452,367,747,390,0,856,0
X007234,16777,17964,18626,20146,19708,20219,0
X007235,12822,0,0,33,51,-2968,0
X007236,8939,10239,11250,11072,11329,12105,0
X007237,6513,1270,21090,19886,658,35053,0
X007238,14266,15991,17705,19398,23096,24661,0
X007239,-170,-211,-108,-123,25660,-310,0
X007240,185823,187712,100453,94813,94724,42625.8,0
X007241,2896,2124,4581,3067,5884,1202,0
X007242,48871,43719,34379,34945,35842,36674,0
X007243,10065,37850,15685,39173,28423,25027,0
X007244,1629,1540,293,361,514,214,0
X007245,246,673,235,814,869,342,0
X007246,9964,5017,5639,4422,5101,5757,0
X007247,0,0,0,0,0,0,0
X007248,15616,16687,16026,20658,19678,19246,0
X007249,296570,300958,263602,252102,226530,206607,0
X007250,408,0,0,0,0,0,0
X007251,116243,88442,68364,48869,37296,4291,0
X007252,14059,15200,16242,16564,16808,17164,0
X007253,8215,2500,7435,11446,7009,1718,0
X007254,48631,51996,50609,20478,18293,19606,0
X007255,70272,66712,63542,59628,55756,52856,0
X007256,16440,18029,17987,14162,6977,2120,0
X007257,134422,138080,89322,49771,96989,99262,0
X007258,58189,60235,50222,19541,11807,15265,0
X007259,25832,5922,1707,1057,364,208,0
X007260,198752,200536,0,0,0,0,0
X007261,28751,14498,10710,3423,6429,5573,0
X007262,5930,8921,9332,9037,8812,8196,0
X007263,142118,0,137812,139003,137218,136066,0
X007264,55062,53546,54817,55903,56992,58062,0
X007265,738,907,1613,807,465,520,1
X007266,0,0,0,0,0,0,0
X007267,0,0,0,0,0,0,0
X007268,11218,11861,5198,375,0,0,0
X007269,10264,13340,13228,13706,15005,16420,0
X007270,8703,3935,12958,8762,15062,16750,0
X007271,37068,39758,40209,40886,41526,42605,1
X007272,56419,46079,84122,173015,140066,95321,0
X007273,1065,1103,3103,6569,3239,777.36,1
X007274,8207,12614,17979,-5,-48,-90,0
X007275,1645,3619,6646,3690,435,770,0
X007276,27984,29390,32634,33309,35710,34943,0
X007277,18614,19208,18402,14232,14391,1234,0
X007278,27356,24650,0,10233,24295,13119.3,0
X007279,101711,91650,135848,95806,97592,99736,0
X007280,30836,50247,3345,1361,0,3812,0
X007281,63670,62164,56224,49128,47497,45927,0
X007282,324412,324311,323163,296942,84682,267539,0
X007283,65644,0,0,0,0,0,0
X007284,34320,35531,39529,38602,37900,40352,0
X007285,67976,70301,68111,34117,20382,31257,0
X007286,1012,2155,2916,765,1025,0,0
X007287,77452,77766,69438,60715,52276,43523,0
X007288,19045,10025,8099,0,10090,0,0
X007289,20669,0,0,0,0,0,0
X007290,36728,19315,20124,18858,19412,0,0
X007291,70000,69739,69154,44620,45174,45576,0
X007292,113357,124665,121210,124196,132259,134877,0
X007293,-2243,-8467,-10891,88679,199463,178624,0
X007294,302,1794,0,0,0,0,0
X007295,79210,63670,62537,51934,44145,38101,0
X007296,18472,18773,18847,14979,10386,0,0
X007297,227,3046,2995,2572,1876,2052,0
X007298,6112,10462,31459,417580,3408,4782,0
X007299,16003,17511,18350,19155,19605,20326,0
X007300,10340,11002,10645,9498,6796,2103,0
X007301,9426,147,3350,6093,8985,9192,0
X007302,4227,0,0,0,0,0,0
X007303,7668,10831,6185,1567,46373,48860,0
X007304,2057,2454,11957,5781,3067,5201,0
X007305,78155,75106,76609,76968,78576,77849,0
X007306,79598,65255,64397,18524,18030,18089,0
X007307,64498,64837,60931,48336,47309,3427,0
X007308,24420,25456,26272,25362,26317,27864,1
X007309,6919,0,6705,6786,7368,13495,0
X007310,417,871,1635,324,680,0,0
X007311,82661,86684,84271,82204,84349,85699,1
X007312,11878,9962,11040,11274,11594,10312,0
X007313,8259,18371,130226,105139,70867,41482,0
X007314,27466,28582,28690,29369,0,0,1
X007315,12843,10858,10446,14418,9760,9005,0
X007316,368,2166,1216,3444,1346,3501,0
X007317,94349,96361,56144,57130,58365,59487,1
X007318,99846,42338,41862,40325,40632,40612,0
X007319,152163,151264,153242,144458,145553,140292,0
X007320,0,0,0,0,0,0,0
X007321,3304,164350,10653,4797,1305,2052,0
X007322,78429,87031,127229,103196,91986,108197,0
X007323,2485,2591,2563,2517,0,0,1
X007324,110066,110022,112348,111499,114849,118128,0
X007325,21706,8950,9650,9810,508,0,0
X007326,50868,52475,52247,53417,56440,58610,0
X007327,6453,5267,1240,2319,4164,0,0
X007328,731,1765,5374,28102,938,0,0
X007329,2504,1799,-923,-1872,252596,72452,0
X007330,6193,7328,1967,0,0,0,1
X007331,2433,929,2123,1048,2889,973,0
X007332,15497,18160,18645,18057,18730,19498,1
X007333,14212,15691,17172,14181,15403,17337,0
X007334,257902,256088,233041,202156,202808,202398,0
X007335,17762,18721,19503,20788,21092,20703,0
X007336,2551,2257,6533,1906,2146,2575,0
X007337,1548,305,517,402,773,354,0
X007338,779,9520,2976,3576,3858,6047,1
X007339,20203,20347,19211,19883,20300,20399,1
X007340,67542,69786,71837,76722,78429,79895,0
X007341,168087,168685,94426,14460,12596,20503,0
X007342,49983,50695,48938,14330,17298,15122,0
X007343,3645,0,617,727,2597,0,0
X007344,113487,116108,115662,115783,118320,120053,0
X007345,83938,88703,86404,89901,89629,89788,0
X007346,12963,5036,-45,6392,0,313,0
X007347,599,992,2399,706,233,282,0
X007348,7699,13725,6703,5925,10596,5413,0
X007349,46783,38124,38586,29418,29933,0,0
X007350,80124,80541,80698,49322,48786,23905.14,1
X007351,20413,18768,23960,5271,16655,21347,0
X007352,89709,93964,84999,90855,84285,70235,0
X007353,28143,30071,29777,27627,17478,3998,0
X007354,3236,1826,1869,1778,692,3357,0
X007355,18555,15255,17421,17885,16741,18595,0
X007356,71106,72211,71135,50808,50748,50731,0
X007357,259875,236567,220371,224864,229596,234123,1
X007358,19159,20147,21298,23836,24286,25055,1
X007359,146719,139161,134333,134656,91081,68478,0
X007360,13846,12075,13268,10741,297,847,0
X007361,348,1061,3864,293,3165,1989,0
X007362,150364,151103,143501,142428,145114,153306,0
X007363,213957,393734,235327,232563,238989,236659,0
X007364,85,-211,63170,43437,44033,44426,0
X007365,2385,16925,1122,6433,5354,5283,0
X007366,83720,63772,153112,111989,88743,36478,0
X007367,0,0,0,0,0,0,0
X007368,86997,84798,76115,72410,71429,70250,0
X007369,15194,16142,16398,16587,16963,17334,0
X007370,23559,24979,25715,0,0,0,0
X007371,1873,1603,0,0,1568,0,0
X007372,134736,142766,143418,136314,135830,135943,0
X007373,95311,48775,50656,50403,49096,49964,0
X007374,0,0,0,0,0,0,1
X007375,54254,54075,52689,52017,51556,5671.16,0
X007376,54974,55106,54747,52488,52629,52684,0
X007377,120821,122374,109809,80810,71692,66074,0
X007378,18198,17609,18412,19451,19024,19515,0
X007379,89615,82677,78335,49440,21153,23167,0
X007380,57522,54493,51305,48018,44502,38388,0
X007381,145895,150413,110580,106159,92521,89732,0
X007382,49838,50610,47653,48543,49555,51036,1
X007383,765,4233,2813,5497,1430,622,0
X007384,61462,58862,54077,37573,38954,37746,0
X007385,815,1669,788,8,735,652,0
X007386,6816,7933,9713,17674,8997,0,0
X007387,42846,41998,45984,48030,49005,50134,0
X007388,45630,49321,48141,20086,18921,20005,0
X007389,64461,57128,32478,20977,21294,143585,0
X007390,36134,21783,23254,12976,14502,11419,0
X007391,371943,355833,347743,304298,311487,299177,0
X007392,171,92,1119,1082,159,0,0
X007393,1678,0,0,0,0,0,0
X007394,107324,107175,101953,79451,74300,58400,0
X007395,23330,24734,24951,24250,26154,25598,0
X007396,407020,438931,312537,341522,345435,338972,0
X007397,2633,1300,2129,380,507,6154,1
X007398,0,0,0,0,0,0,1
X007399,1097,1127,1078,1109,1063,5126,0
X007400,27345,26510,29122,28562,28975,6954,0
X007401,12462,14139,13215,11067,10225,5748,0
X007402,17114,18151,19008,19248,18685,19161,0
X007403,859,1339,2564,1903,1068,1185,1
X007404,16101,3704,4517,39901,6867,12294,0
X007405,14589,15794,19425,20110,20385,19916,1
X007406,61,-114,75,-101,-114,-46,0
X007407,27857,28796,0,0,0,0,1
X007408,533,690,332,461,296,647,0
X007409,26006,27222,28773,29518,28955,7238.75,1
X007410,46443,8264,11073,15928,0,54006,0
X007411,15834,16886,18096,18241,18538,19136,0
X007412,10262,9533,6734,13885,5341,5403,0
X007413,0,0,0,0,0,0,0
X007414,2067,438,2158,588,2311,1366,0
X007415,-1041,-1067,-1027,-1009,-987,-935,1
X007416,16030,19198,18537,18844,20153,19482,0
X007417,108254,107560,89752,47121,47287,46291,0
X007418,5567,2494,2515,2468,13102,506,0
X007419,-1217,30325,20075,19920,15401,18917,0
X007420,2972,4570,1941,3212,1473,449,0
X007421,0,0,0,0,5316,329,0
X007422,106976,109022,7292,7510,1523,0,0
X007423,23983,24693,27110,26274,28107,28827,0
X007424,113318,108558,118386,9897,9944,10025,0
X007425,0,0,0,0,0,36074,0
X007426,114367,111203,117000,119571,122383,130325,0
X007427,207966,207762,197079,198905,200943,205163,0
X007428,52657,57545,55706,57186,57082,26257.72,0
X007429,126007,129042,130651,127331,127772,119901,0
X007430,479,0,712,0,0,0,1
X007431,0,0,0,0,0,0,0
X007432,165022,106478,103591,79720,76759,77036,0
X007433,29624,4086,2030,561,13025,1637,0
X007434,12169,5462,125,1679,1737,590.58,1
X007435,13908,2201,34713,14101,14633,19737,0
X007436,116040,100234,95038,96088,98274,95727,1
X007437,12293,15557,15038,15961,16592,5143.52,0
X007438,259,0,0,0,1420,448,0
X007439,25163,26126,27246,27900,30260,29993,0
X007440,0,941,0,0,0,0,1
X007441,2355,0,4555,3081,2261,5846,0
X007442,23806,17894,15121,189,3174,204,0
X007443,0,0,0,1265,1187,0,0
X007444,74431,66173,60647,61357,59333,57034,1
X007445,20972,22585,24359,26943,28155,28663,0
X007446,25584,26435,16797,17628,18335,18810,0
X007447,88159,91771,94179,88877,97680,79356,0
X007448,71914,72296,72234,72609,72988,73460,1
X007449,16406,18366,2750,97904,55058,36187,0
X007450,38736,39828,40984,41685,42370,43417,0
X007451,113860,87235,81583,77015,66998,26129.22,0
X007452,0,0,0,0,0,0,0
X007453,0,0,0,0,0,0,0
X007454,372,823,0,0,0,0,0
X007455,121855,120927,120686,116282,117309,118522,0
X007456,0,0,0,0,0,0,1
X007457,26663,26360,79498,77899,55685,30045,0
X007458,102757,100189,102644,101890,101185,101072,0
X007459,2620,2311,3172,2840,854,0,0
X007460,34373,52606,52242,52345,52071,52518,0
X007461,171574,184731,152268,139669,153293,127453,0
X007462,91731,87147,48798,27578,27742,29990,0
X007464,3728,2008,935,1276,2313,1469,0
X007465,8777,4979,0,579,0,889,0
X007466,190044,194607,194075,189367,186985,187044,0
X007467,191998,194411,202329,46584,47685,50876,0
X007468,99956,89640,81758,82302,76019,74901,0
X007469,11053,12577,12051,13837,13359,267.18,0
X007470,75989,76898,65468,61184,55194,55309,0
X007471,169611,174818,179782,177931,176231,175367,0
X007472,56262,56818,57087,28284,23975,24137,0
X007473,26849,70315,56337,47849,44190,48169,0
X007474,0,557,0,0,0,0,0
X007475,20645,20502,20227,19991,20055,20133,1
X007476,0,0,0,0,0,274,0
X007477,9815,10460,11583,11855,12188,17927,0
X007478,2839,3497,2878,9300,2941,2894,0
X007479,80774,77834,70780,69684,65528,62320,0
X007480,48522,49097,50454,29826,29373,29549,0
X007481,111589,113624,114161,110927,107730,90093,0
X007482,11701,8545,8313,8362,8607,8966,0
X007483,29004,30161,31518,37129,40738,40448,0
X007484,-584,44916,19888,79133,20135,25557,0
X007485,35946,35738,34734,32468,32000,33092,0
X007486,21682,24302,24630,24920,25329,25767,0
X007487,51624,25234,0,0,0,0,0
X007488,177,0,2414,0,5013,310,0
X007489,78437,52591,27596,51118,27100,28652,0
X007490,158765,150840,144321,137744,135451,128174,0
X007491,19003,18485,20443,20299,18496,18541,0
X007492,23992,25551,26587,26968,56226,29054,0
X007493,13511,14500,15375,15703,16090,16335,0
X007494,3357,285,16965,14610,14768,14724,0
X007495,162723,151325,138248,141358,112604,121288,0
X007496,5739,0,0,19199,0,0,0
X007497,2505,14510,22594,14995,6843,3686,0
X007498,10481,11916,-15,77,34,-89,0
X007499,0,336,4628,4704,3845,3563,0
X007500,30546,29863,0,0,0,0,0
X007501,17072,2354,1321,1225,1215,2099,0
X007502,31676,5786,18035,0,225,-68,0
X007503,1483,453,404,876,560,832,0
X007504,20975,27301,26580,27066,29393,28728,0
X007505,27458,27866,29073,29304,29807,30563,0
X007506,79959,64816,52906,56975,59387,55688,0
X007507,0,0,0,0,0,0,0
X007508,6680,15228,17585,19376,3271,1438,0
X007509,53046,54619,5505,7913,6067,0,0
X007510,134258,238588,135114,133340,53186,49629,0
X007511,3873,9209,15114,11130,12400,13664,0
X007512,0,7950,7676,841,0,0,0
X007513,113950,109086,105251,104058,104321,99545,0
X007514,4266,16257,28759,27941,27608,27656,0
X007515,12283,4367,5179,1685,0,0,0
X007516,0,780,0,0,0,0,0
X007517,0,0,0,0,0,0,0
X007518,0,0,0,1234,0,2859,0
X007519,119074,118413,117593,113231,112733,111906,0
X007520,1387,0,184,0,0,91,0
X007521,176279,190300,89117,39301,23445,59891,0
X007522,394,480,427,450,397,457,0
X007523,1498,5113,4067,6318,881,53,0
X007524,17670,24026,26336,20948,18127,7884,0
X007525,3988,463,10137,9299,226,0,0
X007526,4397,7355,7095,8917,9578,10792,0
X007527,163471,137614,3348,40540,40457,38463,0
X007528,7343,8342,9665,9378,10298,9946,0
X007529,0,0,0,0,0,0,1
X007530,3821,0,802,4051,0,240,0
X007531,237851,232739,227666,230822,235886,240517,1
X007532,49921,48989,51731,50740,54870,53730,0
X007533,246346,218474,176179,170360,166892,173310,0
X007534,0,3775,1316,407,2372,0,0
X007535,548,181,172,491,290,3456,0
X007536,53042,56565,57580,58519,59878,58674,0
X007537,2887,1758,2966,557,0,0,0
X007538,141381,132468,130219,79688,74444,75044,0
X007539,77054,81489,72875,55753,53588,54593,0
X007540,44391,882,1083,335,483,3104,0
X007541,19852,21538,23316,24358,25843,27068,0
X007542,19851,19235,21153,19044,19746,20139,1
X007543,0,0,0,0,2255,135.3,0
X007544,49791,51155,88210,53868,50501,41635,0
X007545,48981,47657,46516,21054,20485,20707,0
X007546,542,-350,-2166,0,0,0,0
X007547,3179,4275,816,167,0,968,0
X007548,2114,0,3080,3053,0,7264,0
X007549,20663,22532,23249,23739,25090,24663,0
X007550,11277,15152,5000,2400,8285,6296,0
X007551,27387,26858,25289,19446,0,0,0
X007552,69157,70337,73150,74348,76036,77884,0
X007553,2869,423,774,484,746,1848,0
X007554,3148,4247,0,0,0,0,0
X007555,18128,12445,14310,14755,15895,15438,0
X007556,158234,160334,156158,165626,169310,172882,0
X007557,12848,759,2846,1152,1145,0,0
X007558,47834,47035,33845,19255,14587,17295,1
X007559,77265,73028,81150,88961,107004,115349,0
X007560,1352,1435,1590,1670,290,0,0
X007561,59840,58290,63962,64640,66247,67552,0
X007562,24408,25475,24637,25438,24735,14953,0
X007563,36129,37112,32989,30959,22891,19596,0
X007564,73682,75101,76003,76484,75274,76169,0
X007565,1447,0,657,1147,314,776,1
X007566,239047,243255,242190,215979,199067,202277,0
X007567,28565,29928,34050,34704,38400,37659,0
X007568,11840,11869,11959,11940,18974,11856,0
X007569,20659,21510,20897,21701,22679,23040,1
X007570,76746,70595,68525,27166,27794,29150,0
X007571,50679,44609,43994,28509,27823,29234,0
X007572,93718,123602,91986,93940,94507,93873,0
X007573,12082,11742,13038,14806,17737,19418,0
X007574,246034,251177,254826,270498,276104,271506,0
X007575,359,0,0,0,0,0,0
X007576,166921,117342,115303,105916,98482,101472,0
X007577,32819,31672,26847,18983,18765,19347,0
X007578,144720,150236,151320,154065,157081,160191,0
X007579,52196,53243,52071,38937,36177,36962,0
X007580,2065,453,2281,1329,1952,979,1
X007581,277445,117247,121332,93998,58133,52551,0
X007582,89754,82664,69989,57790,43650,38644,0
X007583,436,291,464,458,376,959,0
X007584,133668,136643,137136,139794,137193,133545,0
X007585,83400,89314,89910,86754,87372,88291,0
X007587,5221,0,0,0,4049,0,0
X007588,148,1057,0,0,0,0,0
X007589,4685,0,20171,20078,0,0,0
X007590,49203,50147,50666,43433,44336,41368,0
X007591,57120,58182,59129,60765,62112,65364,0
X007592,15046,16880,17665,17167,18097,18714,0
X007593,30802,30097,30159,26843,22316,24465,0
X007594,203486,204135,179316,152557,152710,152741,0
X007595,16820,17854,18342,18699,19186,17126,0
X007596,0,0,0,0,0,0,0
X007597,64886,57829,59282,61600,59607,57304,0
X007598,7631,176,1479,10616,9430,9608,1
X007599,366,210,270,231,236,0,0
X007600,500135,477555,455622,430349,405980,377821,0
X007601,0,0,371,299,321,117,0
X007602,6231,2048,6500,0,686,0,0
X007603,2949,3798,4858,5100,5228,0,1
X007604,19047,21939,21183,22035,23124,23713,0
X007605,817,9027,9209,7384,11632,21779,0
X007606,774,922,890,982,15222,15112,0
X007607,78688,79941,81454,81914,83132,85264,0
X007608,0,1519,2531,0,1039,2271,0
X007609,0,1037,119,1662,1469,279.11,1
X007610,466,0,0,0,1928,0,0
X007611,71299,69495,59971,58369,61951,63605,0
X007612,68052,70672,26898,27396,27554,28195,0
X007613,62076,63279,51604,48522,49506,49636,0
X007614,171999,175083,177020,169256,166222,169221,0
X007615,12311,8029,8047,8891,7339,7892,0
X007616,2316,3095,4154,5041,154,82,0
X007617,55122,50202,50364,19954,20076,18660,1
X007618,2196,3795,3603,3427,3318,-315,0
X007619,109620,109611,91139,45301,0,0,0
